timestep,time
0,0.100000001
1,0.8125
2,1.239300013
3,1.785400033
4,2.048300028
5,2.616300106
6,3.107199907
7,3.528300047
8,4.055099964
9,4.504000187
10,5.105100155
11,5.515799999
12,6.015200138
13,6.508600235
14,7.011099815
15,7.540999889
16,8.041799545
17,8.531499863
18,9.044400215
19,9.500499725
20,10
21,10.53999996
22,11.04699993
23,11.52600002
24,12.01399994
25,12.50199986
26,13.01900005
27,13.51399994
28,14.03499985
29,14.50300026
30,15.03100014
31,15.5340004
32,16.03700066
33,16.52700043
34,17.00300026
35,17.53800011
36,18.02499962
37,18.50499916
38,19.01300049
39,19.53000069
40,20.00600052
41,20.54299927
42,21.03000069
43,21.53199959
44,22.01399994
45,22.52300072
46,23.0340004
47,23.51600075
48,24.01000023
49,24.53199959
50,25.00799942
51,25.50900078
52,26.01099968
53,26.50399971
54,27.03300095
55,27.53800011
56,28.00099945
57,28.51799965
58,29.02599907
59,29.51099968
60,30.0189991
61,30.52599907
62,31.02000046
63,31.50499916
64,32.00600052
65,32.52199936
66,33.00899887
67,33.50699997
68,34.02000046
69,34.52700043
70,35.0340004
71,35.50999832
72,36.00999832
73,36.50600052
74,37.02199936
75,37.52000046
76,38.00999832
77,38.52899933
78,39.00099945
79,39.51900101
80,40.00600052
81,40.50400162
82,41.02199936
83,41.52500153
84,42.01300049
85,42.52700043
86,43.01100159
87,43.52600098
88,44.01200104
89,44.52600098
90,45.02299881
91,45.50600052
92,46.02000046
93,46.51200104
94,47.02000046
95,47.50600052
96,48.02600098
97,48.50099945
98,49.01300049
99,49.51499939
100,50.02399826
101,50.51800156
102,51.01399994
103,51.51800156
104,52.00799942
105,52.50099945
106,53.00299835
107,53.52000046
108,54.02899933
109,54.51800156
110,55
111,55.50500107
112,56.00400162
113,56.51599884
114,57.00400162
115,57.50299835
116,58.00400162
117,58.51499939
118,59.01399994
119,59.50699997
120,60.01599884
