"timestep","time"
0,0.100000001
1,0.8125
2,1.298799992
3,1.53429997
4,2.154200077
5,2.714099884
6,3.19659996
7,3.693500042
8,4.104499817
9,4.566999912
10,5.083300114
11,5.502500057
12,6.020299912
13,6.529600143
14,7.036200047
15,7.548299789
16,8.025699615
17,8.52369976
18,9.028900146
19,9.534000397
20,10.01599979
21,10.52799988
22,11.01399994
23,11.50399971
24,12.03800011
25,12.52700043
26,13.02200031
27,13.52900028
28,14.00300026
29,14.51200008
30,15.01599979
31,15.51900005
32,16.02400017
33,16.5340004
34,17.03199959
35,17.50099945
36,18.0189991
37,18.50200081
38,19.02799988
39,19.50300026
40,20.0340004
41,20.51099968
42,21.02899933
43,21.52599907
44,22.03499985
45,22.51799965
46,23.00600052
47,23.53899956
48,24.03100014
49,24.51799965
50,25.03899956
51,25.5
52,26.02400017
53,26.51099968
54,27.0170002
55,27.50099945
56,28.00900078
57,28.52400017
58,29.00900078
59,29.50600052
60,30.02300072
61,30.53499985
62,31.02899933
63,31.50600052
64,32.02299881
65,32.52500153
66,33.00400162
67,33.51900101
68,34.00600052
69,34.51499939
70,35.01100159
71,35.51699829
72,36.00799942
73,36.52500153
74,37.01200104
75,37.51900101
76,38.01699829
77,38.52399826
78,39.00699997
79,39.51499939
80,40.02600098
81,40.52299881
82,41.01599884
83,41.51300049
84,42.00899887
85,42.52299881
86,43.02399826
87,43.52199936
88,44.00899887
89,44.52500153
90,45
91,45.52099991
92,46.00899887
93,46.51200104
94,47.01599884
95,47.51100159
96,48.02399826
97,48.50600052
98,49.00600052
99,49.51200104
100,50.01100159
101,50.51800156
102,51.01100159
103,51.51100159
104,52.00600052
105,52.50400162
106,53.02500153
107,53.5019989
108,54.0019989
109,54.50400162
110,55.00400162
111,55.51699829
112,56.00699997
113,56.51300049
114,57.01699829
115,57.51100159
116,58.00899887
117,58.50999832
118,59.00099945
119,59.51800156
120,60.00400162
