"timestep","time"
0,0.100000001
1,0.8125
2,1.289700031
3,1.550300002
4,2.127099991
5,2.736299992
6,3.211999893
7,3.618999958
8,4.126399994
9,4.532000065
10,5.011899948
11,5.524799824
12,6.027400017
13,6.523700237
14,7.001699924
15,7.537099838
16,8.050600052
17,8.541199684
18,9.032299995
19,9.513400078
20,10.02799988
21,10.53999996
22,11.03899956
23,11.52799988
24,12.02000046
25,12.51799965
26,13.01200008
27,13.52499962
28,14.00199986
29,14.50800037
30,15.01299953
31,15.52400017
32,16.01000023
33,16.50900078
34,17.03000069
35,17.51499939
36,18.0170002
37,18.53899956
38,19.04500008
39,19.53100014
40,20.02700043
41,20.50399971
42,21.02099991
43,21.53499985
44,22.00600052
45,22.50799942
46,23.02599907
47,23.51499939
48,24.02799988
49,24.52300072
50,25.00099945
51,25.5359993
52,26.02000046
53,26.51099968
54,27.01600075
55,27.53000069
56,28.0359993
57,28.53300095
58,29.00499916
59,29.5189991
60,30.00799942
61,30.52899933
62,31.01399994
63,31.53100014
64,32.02000046
65,32.52399826
66,33.02000046
67,33.51200104
68,34.02000046
69,34.52500153
70,35.02000046
71,35.50899887
72,36
73,36.51200104
74,37.00400162
75,37.50899887
76,38.01200104
77,38.52399826
78,39.02000046
79,39.52600098
80,40.02000046
81,40.5019989
82,41.00999832
83,41.50500107
84,42.00099945
85,42.51200104
86,43.00600052
87,43.51499939
88,44.00999832
89,44.50699997
90,45.00600052
91,45.50999832
92,46.00299835
93,46.5019989
94,47
95,47.50500107
96,48.01100159
97,48.50999832
98,49.00600052
99,49.51100159
100,50.00099945
101,50.50099945
102,51.00099945
103,51.50600052
104,52.00500107
105,52.50600052
106,53.0019989
107,53.50799942
108,54.00299835
109,54.50799942
110,55.00600052
111,55.50500107
112,56.0019989
113,56.5019989
114,57
115,57.50299835
116,58.00699997
117,58.51100159
118,59.00999832
119,59.50500107
120,60.00500107
