"timestep","time"
0,0.100000001
1,0.8125
2,1.222000003
3,1.550999999
4,2.080600023
5,2.60010004
6,3.152699947
7,3.620100021
8,4.046999931
9,4.538700104
10,5.041399956
11,5.544799805
12,6.038300037
13,6.538700104
14,7.057099819
15,7.560599804
16,8.008199692
17,8.513600349
18,9.046199799
19,9.503700256
20,10.02099991
21,10.51099968
22,11.01900005
23,11.5340004
24,12.01799965
25,12.50199986
26,13.02799988
27,13.54199982
28,14.04199982
29,14.51599979
30,15.01399994
31,15.50199986
32,16.00600052
33,16.52899933
34,17.04599953
35,17.52700043
36,18.01300049
37,18.51199913
38,19.04599953
39,19.50399971
40,20.02199936
41,20.5170002
42,21.00799942
43,21.54000092
44,22.02499962
45,22.50699997
46,23.02499962
47,23.52499962
48,24.03100014
49,24.51399994
50,25.02099991
51,25.51099968
52,26.01099968
53,26.52400017
54,27.02599907
55,27.52799988
56,28.01399994
57,28.50099945
58,29.00600052
59,29.52400017
60,30.02899933
61,30.52799988
62,31.02000046
63,31.52400017
64,32.00699997
65,32.50299835
66,33.02600098
67,33.50899887
68,34.02700043
69,34.52700043
70,35.00899887
71,35.5019989
72,36.02899933
73,36.51300049
74,37.00999832
75,37.52000046
76,38.02199936
77,38.52099991
78,39.01900101
79,39.5359993
80,40.00600052
81,40.50799942
82,41.03499985
83,41.52899933
84,42.02099991
85,42.50299835
86,43.03099823
87,43.51200104
88,44.02099991
89,44.50999832
90,45.00500107
91,45.50699997
92,46.01900101
93,46.50099945
94,47.00400162
95,47.50899887
96,48.00500107
97,48.50099945
98,49.00099945
99,49.50799942
100,50.00400162
101,50.50600052
102,51.0019989
103,51.52399826
104,52.00400162
105,52.50500107
106,53.00299835
107,53.51499939
108,54.01499939
109,54.51499939
110,55.01599884
111,55.50400162
112,56.01300049
113,56.51100159
114,57.0019989
115,57.50899887
116,58.01399994
117,58.51100159
118,59.02000046
119,59.50600052
120,60.00699997
