timestep,time
0,0.100000001
1,0.8125
2,1.213400006
3,1.75999999
4,2.071199894
5,2.632100105
6,3.148699999
7,3.530800104
8,4.054599762
9,4.502399921
10,5.083499908
11,5.548699856
12,6.017499924
13,6.555399895
14,7.039400101
15,7.529300213
16,8.048000336
17,8.509200096
18,9.018199921
19,9.50549984
20,10.03600025
21,10.5369997
22,11.0010004
23,11.54800034
24,12.04500008
25,12.50199986
26,13.01599979
27,13.52700043
28,14.00599957
29,14.53999996
30,15.04199982
31,15.53299999
32,16.00699997
33,16.5189991
34,17.02499962
35,17.53100014
36,18.04199982
37,18.52000046
38,19.04000092
39,19.52099991
40,20.04000092
41,20.51499939
42,21.03800011
43,21.5189991
44,22.00300026
45,22.50499916
46,23.00399971
47,23.53700066
48,24.00900078
49,24.54500008
50,25.00799942
51,25.53300095
52,26.00900078
53,26.52599907
54,27.01600075
55,27.52499962
56,28.00799942
57,28.50300026
58,29.0170002
59,29.52300072
60,30.00499916
61,30.53000069
62,31.02499962
63,31.52300072
64,32.02099991
65,32.51200104
66,33.01599884
67,33.5
68,34.00099945
69,34.5320015
70,35.01200104
71,35.52299881
72,36.01100159
73,36.52799988
74,37.01399994
75,37.50400162
76,38.01100159
77,38.52600098
78,39.01200104
79,39.52600098
80,40.02199936
81,40.51300049
82,41.00299835
83,41.51900101
84,42.01800156
85,42.51100159
86,43.01699829
87,43.51900101
88,44.01499939
89,44.52500153
90,45.00600052
91,45.52500153
92,46.01399994
93,46.50699997
94,47.00500107
95,47.51100159
96,48.01300049
97,48.50400162
98,49.01499939
99,49.50799942
100,50.01800156
101,50.50899887
102,51.01699829
103,51.51200104
104,52.00500107
105,52.51200104
106,53.00600052
107,53.50600052
108,54.00699997
109,54.51699829
110,55.00600052
111,55.51399994
112,56.00899887
113,56.52000046
114,57.01800156
115,57.51399994
116,58
117,58.50899887
118,59.01800156
119,59.52099991
120,60
