timestep,time
0,0.100000001
1,0.8125
2,1.253299952
3,1.542700052
4,2.161499977
5,2.669800043
6,3.170799971
7,3.544399977
8,4.001200199
9,4.518899918
10,5.02699995
11,5.513199806
12,6.053599834
13,6.529300213
14,7.028100014
15,7.50330019
16,8.050999641
17,8.518699646
18,9.013600349
19,9.54279995
20,10.02600002
21,10.50399971
22,11.02499962
23,11.5340004
24,12.02099991
25,12.50399971
26,13.00399971
27,13.50800037
28,14.01799965
29,14.51799965
30,15.02099991
31,15.50800037
32,16.00300026
33,16.51499939
34,17.00900078
35,17.53100014
36,18.03499985
37,18.52000046
38,19.01099968
39,19.51199913
40,20.00600052
41,20.50799942
42,21.02499962
43,21.53499985
44,22
45,22.51000023
46,23.02799988
47,23.50699997
48,24.03300095
49,24.51399994
50,25.02000046
51,25.53199959
52,26.01300049
53,26.53499985
54,27.02300072
55,27.51399994
56,28.01199913
57,28.5189991
58,29.0189991
59,29.50900078
60,30.0189991
61,30.53100014
62,31.02199936
63,31.52799988
64,32.0359993
65,32.50099945
66,33.02700043
67,33.50899887
68,34.02299881
69,34.52999878
70,35.03499985
71,35.50799942
72,36.01699829
73,36.52500153
74,37.00899887
75,37.52600098
76,38.01200104
77,38.50699997
78,39.01499939
79,39.52399826
80,40.02999878
81,40.5
82,41.00999832
83,41.52999878
84,42.0019989
85,42.52199936
86,43.00999832
87,43.52999878
88,44
89,44.50799942
90,45.02000046
91,45.50600052
92,46.01399994
93,46.50999832
94,47.00799942
95,47.5320015
96,48.03099823
97,48.52199936
98,49.00999832
99,49.5
100,50.00400162
101,50.51900101
102,51.02199936
103,51.52600098
104,52.01900101
105,52.50600052
106,53.02999878
107,53.52600098
108,54.00400162
109,54.51300049
110,55.01599884
111,55.50500107
112,56.00299835
113,56.50999832
114,57.02299881
115,57.51300049
116,58.01100159
117,58.50999832
118,59.01800156
119,59.50099945
120,60.00699997
