timestep,time
0,0.100000001
1,0.8125
2,1.230999947
3,1.518100023
4,2.133500099
5,2.618799925
6,3.126899958
7,3.619100094
8,4.023900032
9,4.53910017
10,5.109200001
11,5.536600113
12,6.0697999
13,6.549499989
14,7.052899837
15,7.509900093
16,8.007800102
17,8.508799553
18,9.050600052
19,9.510000229
20,10.00800037
21,10.52799988
22,11.01200008
23,11.51599979
24,12.03600025
25,12.52299976
26,13.02799988
27,13.51000023
28,14.00399971
29,14.52799988
30,15.01099968
31,15.51799965
32,16.02899933
33,16.5340004
34,17.02799988
35,17.52400017
36,18.00900078
37,18.50399971
38,19.04199982
39,19.52199936
40,20.03000069
41,20.50300026
42,21.03300095
43,21.52300072
44,22.03300095
45,22.5
46,23.01399994
47,23.53199959
48,24.01499939
49,24.53800011
50,25.01000023
51,25.53199959
52,26.00600052
53,26.5
54,27.02199936
55,27.51600075
56,28.03199959
57,28.51199913
58,29.00499916
59,29.50099945
60,30.02899933
61,30.53499985
62,31.00499916
63,31.52199936
64,32.0019989
65,32.52600098
66,33.01699829
67,33.52500153
68,34.01399994
69,34.50400162
70,35.03499985
71,35.52500153
72,36.0359993
73,36.51399994
74,37.01900101
75,37.52199936
76,38
77,38.50299835
78,39.01599884
79,39.50699997
80,40.00999832
81,40.50400162
82,41.01200104
83,41.50500107
84,42.00999832
85,42.51300049
86,43.00999832
87,43.50400162
88,44.00400162
89,44.52399826
90,45.01599884
91,45.51100159
92,46.01100159
93,46.52099991
94,47.01900101
95,47.50299835
96,48.01200104
97,48.52299881
98,49.01599884
99,49.51200104
100,50.01300049
101,50.51200104
102,51.00899887
103,51.51100159
104,52.0019989
105,52.5
106,53.00500107
107,53.50500107
108,54.00899887
109,54.50600052
110,55.00899887
111,55.50600052
112,56.00699997
113,56.50299835
114,57.00299835
115,57.50299835
116,58.0019989
117,58.5019989
118,59.0019989
119,59.5019989
120,60
