"timestep","time"
0,0.100000001
1,0.8125
2,1.314499974
3,1.57099998
4,2.235300064
5,2.571500063
6,3.130300045
7,3.56159997
8,4.076300144
9,4.609000206
10,5.035200119
11,5.570700169
12,6.018499851
13,6.52820015
14,7.053299904
15,7.546700001
16,8.037699699
17,8.544199944
18,9.036800385
19,9.514900208
20,10.00599957
21,10.54800034
22,11
23,11.51399994
24,12.0340004
25,12.5010004
26,13.01299953
27,13.53999996
28,14.02200031
29,14.54199982
30,15.01900005
31,15.50300026
32,16.04000092
33,16.50200081
34,17.04199982
35,17.53800011
36,18.02000046
37,18.53100014
38,19.02099991
39,19.50499916
40,20.02799988
41,20.52599907
42,21.01199913
43,21.53100014
44,22.00799942
45,22.53300095
46,23.02000046
47,23.53100014
48,24.00799942
49,24.52700043
50,25.03100014
51,25.53000069
52,26.01799965
53,26.50799942
54,27.00399971
55,27.53300095
56,28.02499962
57,28.52099991
58,29.01099968
59,29.53300095
60,30.02899933
61,30.52700043
62,31.02799988
63,31.50600052
64,32.00999832
65,32.5
66,33.0320015
67,33.50799942
68,34.01100159
69,34.5320015
70,35
71,35.52299881
72,36.02399826
73,36.5019989
74,37.01699829
75,37.51399994
76,38.00099945
77,38.52000046
78,39.00699997
79,39.50799942
80,40.00600052
81,40.50400162
82,41.00600052
83,41.51699829
84,42.02000046
85,42.51399994
86,43.01800156
87,43.51300049
88,44.00099945
89,44.52899933
90,45.02700043
91,45.51900101
92,46.00099945
93,46.52199936
94,47.01900101
95,47.51800156
96,48.01599884
97,48.52099991
98,49.00799942
99,49.50400162
100,50.01800156
101,50.50799942
102,51.00799942
103,51.50400162
104,52.00500107
105,52.51100159
106,53.00500107
107,53.50899887
108,54.01800156
109,54.50699997
110,55.02000046
111,55.50600052
112,56.01200104
113,56.50500107
114,57.00899887
115,57.50400162
116,58.00299835
117,58.50500107
118,59.00400162
119,59.50299835
120,60.01100159
