"timestep","time"
0,0.100000001
1,0.8125
2,1.318799973
3,1.537299991
4,2.185100079
5,2.715399981
6,3.07249999
7,3.641000032
8,4.108500004
9,4.667600155
10,5.120399952
11,5.588200092
12,6.05009985
13,6.528399944
14,7.017799854
15,7.531199932
16,8.053799629
17,8.505900383
18,9.006500244
19,9.515899658
20,10.01099968
21,10.52200031
22,11.01900005
23,11.54399967
24,12.01799965
25,12.53499985
26,13.02999973
27,13.52000046
28,14.02600002
29,14.54300022
30,15.01399994
31,15.54300022
32,16.0189991
33,16.53100014
34,17.03700066
35,17.51799965
36,18.00699997
37,18.51499939
38,19.03199959
39,19.51499939
40,20.02000046
41,20.50900078
42,21.01799965
43,21.52499962
44,22.02499962
45,22.50200081
46,23.02400017
47,23.50699997
48,24.02499962
49,24.51499939
50,25.01199913
51,25.51199913
52,26.03199959
53,26.50799942
54,27.00300026
55,27.51000023
56,28.0340004
57,28.5340004
58,29.01099968
59,29.50600052
60,30.03800011
61,30.53800011
62,31.0170002
63,31.51000023
64,32.01100159
65,32.52700043
66,33.01100159
67,33.52500153
68,34.00699997
69,34.53099823
70,35.01800156
71,35.52899933
72,36.01900101
73,36.50600052
74,37.00099945
75,37.51900101
76,38.00600052
77,38.52099991
78,39.01800156
79,39.5320015
80,40
81,40.52500153
82,41.01300049
83,41.5019989
84,42.00899887
85,42.50099945
86,43.02500153
87,43.50699997
88,44.00299835
89,44.5320015
90,45.00699997
91,45.53099823
92,46.01300049
93,46.52500153
94,47.01200104
95,47.5
96,48.02399826
97,48.53300095
98,49.01100159
99,49.53499985
100,50.02600098
101,50.51100159
102,51.00699997
103,51.51300049
104,52.01100159
105,52.52600098
106,53.01499939
107,53.51800156
108,54.02399826
109,54.51300049
110,55.00799942
111,55.50500107
112,56.00299835
113,56.51800156
114,57.01699829
115,57.51399994
116,58.01100159
117,58.51800156
118,59.00999832
119,59.5019989
120,60.01399994
